Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Color,Size,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
2111,52,Male,Socks,Clothing,93,Montana,Cyan,L,Spring,3.9,No,Store Pickup,No,No,36,Debit Card,Every 3 Months
2112,41,Male,Sunglasses,Accessories,85,Missouri,Pink,XL,Spring,2.6,No,Free Shipping,No,No,15,Bank Transfer,Annually
2113,43,Male,Belt,Accessories,68,Tennessee,Lavender,M,Fall,4.5,No,2-Day Shipping,No,No,7,Cash,Fortnightly
2114,63,Male,Dress,Clothing,40,Virginia,Brown,M,Spring,2.7,No,Store Pickup,No,No,29,PayPal,Every 3 Months
2115,37,Male,Shirt,Clothing,51,Vermont,Magenta,M,Winter,2.9,No,Standard,No,No,12,Debit Card,Annually
2116,44,Male,Scarf,Accessories,85,Rhode Island,Violet,M,Winter,3.4,No,Store Pickup,No,No,16,Bank Transfer,Bi-Weekly
2117,67,Male,Jacket,Outerwear,23,Kansas,Teal,M,Summer,2.9,No,Express,No,No,50,Debit Card,Bi-Weekly
2118,27,Male,Dress,Clothing,28,Colorado,Brown,L,Summer,3.8,No,Free Shipping,No,No,11,Debit Card,Annually
2119,60,Male,Socks,Clothing,44,Georgia,Olive,M,Fall,4.2,No,2-Day Shipping,No,No,28,Debit Card,Quarterly
2120,58,Male,Jewelry,Accessories,57,Nebraska,Indigo,M,Spring,3.5,No,Store Pickup,No,No,36,Venmo,Bi-Weekly
2121,53,Male,Scarf,Accessories,98,Missouri,Red,S,Fall,3.1,No,Next Day Air,No,No,38,PayPal,Quarterly
2122,43,Male,Backpack,Accessories,68,Alaska,Olive,M,Winter,3.5,No,2-Day Shipping,No,No,32,Bank Transfer,Monthly
2123,32,Male,Jacket,Outerwear,36,Virginia,Teal,L,Fall,4,No,Express,No,No,42,Debit Card,Weekly
2124,54,Male,Coat,Outerwear,71,Nebraska,Cyan,L,Spring,3.7,No,Express,No,No,22,Debit Card,Bi-Weekly
2125,47,Male,Skirt,Clothing,60,Rhode Island,Teal,M,Fall,4.2,No,Next Day Air,No,No,22,Venmo,Quarterly
2126,57,Male,Coat,Outerwear,87,New Hampshire,Beige,M,Fall,4.8,No,Store Pickup,No,No,31,PayPal,Quarterly
2127,63,Male,Shoes,Footwear,38,Alabama,Magenta,XL,Winter,4.1,No,Express,No,No,28,Credit Card,Monthly
2128,70,Male,Boots,Footwear,45,North Carolina,Indigo,M,Spring,4.5,No,2-Day Shipping,No,No,40,Debit Card,Weekly
2129,62,Male,Coat,Outerwear,47,New Mexico,Cyan,L,Fall,2.7,No,2-Day Shipping,No,No,21,PayPal,Weekly
2130,40,Male,Skirt,Clothing,57,Minnesota,Orange,L,Fall,2.8,No,Store Pickup,No,No,12,PayPal,Every 3 Months
2131,25,Male,Backpack,Accessories,68,Arizona,Violet,L,Summer,3.7,No,Free Shipping,No,No,33,Credit Card,Annually
2132,19,Male,Shorts,Clothing,52,Montana,Red,M,Fall,3.6,No,Express,No,No,9,Bank Transfer,Fortnightly
2133,25,Male,Skirt,Clothing,87,Vermont,Magenta,M,Fall,4.7,No,2-Day Shipping,No,No,15,Debit Card,Weekly
2134,21,Male,Hat,Accessories,34,Maine,Olive,M,Summer,3.8,No,Standard,No,No,13,Bank Transfer,Annually
2135,55,Male,Sandals,Footwear,41,Virginia,Maroon,XL,Winter,2.9,No,Standard,No,No,35,Credit Card,Fortnightly
2136,34,Male,Sunglasses,Accessories,94,California,Yellow,S,Winter,4.6,No,Next Day Air,No,No,1,Debit Card,Every 3 Months
2137,47,Male,Sunglasses,Accessories,93,New York,Red,M,Summer,2.8,No,Standard,No,No,25,Bank Transfer,Fortnightly
2138,27,Male,Socks,Clothing,51,Indiana,Purple,XL,Winter,4.6,No,2-Day Shipping,No,No,20,Credit Card,Every 3 Months
2139,67,Male,Sweater,Clothing,42,Mississippi,Teal,M,Fall,2.8,No,Next Day Air,No,No,36,Venmo,Quarterly
2140,40,Male,Boots,Footwear,95,New York,Red,M,Winter,3,No,Free Shipping,No,No,33,Cash,Weekly
2141,53,Male,Handbag,Accessories,90,New Mexico,Brown,M,Fall,3.7,No,Standard,No,No,36,Cash,Fortnightly
2142,24,Male,Dress,Clothing,98,Kentucky,Peach,M,Winter,4.1,No,2-Day Shipping,No,No,32,PayPal,Annually
2143,47,Male,Hat,Accessories,39,North Dakota,Maroon,M,Winter,4.3,No,Next Day Air,No,No,21,Venmo,Quarterly
2144,53,Male,Sandals,Footwear,66,Arkansas,Red,L,Fall,3.8,No,Next Day Air,No,No,48,Venmo,Bi-Weekly
2145,47,Male,Shoes,Footwear,23,Maryland,Orange,L,Winter,3.7,No,Free Shipping,No,No,25,PayPal,Quarterly
2146,38,Male,Skirt,Clothing,73,Connecticut,White,S,Winter,4.8,No,Standard,No,No,32,PayPal,Annually
2147,48,Male,Sunglasses,Accessories,23,Utah,White,XL,Summer,4.6,No,Standard,No,No,45,PayPal,Every 3 Months
2148,47,Male,Skirt,Clothing,43,Missouri,Charcoal,S,Fall,4.8,No,Standard,No,No,4,Cash,Fortnightly
2149,19,Male,T-shirt,Clothing,45,Nebraska,Turquoise,XL,Winter,4.6,No,2-Day Shipping,No,No,19,PayPal,Bi-Weekly
2150,38,Male,Sandals,Footwear,21,Hawaii,Orange,L,Winter,4,No,Standard,No,No,1,Bank Transfer,Weekly
2151,57,Male,Shirt,Clothing,40,Illinois,Orange,M,Spring,2.6,No,2-Day Shipping,No,No,12,Cash,Weekly
2152,70,Male,Jeans,Clothing,58,Vermont,Brown,L,Fall,2.6,No,2-Day Shipping,No,No,18,Venmo,Monthly
2153,38,Male,Shorts,Clothing,48,New Jersey,Magenta,L,Summer,4.5,No,Next Day Air,No,No,43,Bank Transfer,Bi-Weekly
2154,35,Male,Shirt,Clothing,94,Kentucky,Violet,M,Fall,4.2,No,Free Shipping,No,No,31,PayPal,Annually
2155,46,Male,Scarf,Accessories,74,Wyoming,Violet,M,Spring,3.4,No,Store Pickup,No,No,33,Cash,Every 3 Months
2156,32,Male,Handbag,Accessories,51,Hawaii,Yellow,L,Fall,3.7,No,Store Pickup,No,No,46,PayPal,Monthly
2157,38,Male,Skirt,Clothing,83,Missouri,Maroon,M,Winter,3.6,No,Next Day Air,No,No,41,Debit Card,Bi-Weekly
2158,41,Male,Handbag,Accessories,68,Mississippi,Turquoise,L,Winter,4,No,Next Day Air,No,No,41,Venmo,Fortnightly
2159,19,Male,Gloves,Accessories,84,Massachusetts,Olive,XL,Spring,4.6,No,Standard,No,No,9,Bank Transfer,Fortnightly
2160,18,Male,Shirt,Clothing,58,Louisiana,Peach,M,Fall,3,No,Free Shipping,No,No,34,Cash,Annually
2161,45,Male,Blouse,Clothing,92,West Virginia,Charcoal,L,Winter,3.3,No,Express,No,No,21,PayPal,Annually
2162,23,Male,Dress,Clothing,69,Washington,Peach,S,Summer,3.8,No,Express,No,No,5,Debit Card,Fortnightly
2163,60,Male,Shorts,Clothing,48,Oregon,Black,S,Summer,2.7,No,Free Shipping,No,No,32,PayPal,Weekly
2164,52,Male,Shoes,Footwear,60,New York,Gray,L,Spring,4.5,No,Express,No,No,44,Bank Transfer,Monthly
2165,42,Male,Sandals,Footwear,20,Iowa,Olive,S,Winter,4.8,No,Next Day Air,No,No,46,PayPal,Bi-Weekly
2166,29,Male,Pants,Clothing,55,Idaho,Turquoise,M,Summer,4.2,No,Express,No,No,42,Credit Card,Every 3 Months
2167,31,Male,Jacket,Outerwear,88,New Jersey,Purple,S,Spring,3.5,No,Express,No,No,50,Credit Card,Bi-Weekly
2168,30,Male,Skirt,Clothing,48,Ohio,Green,L,Winter,4.9,No,Standard,No,No,33,Venmo,Fortnightly
2169,23,Male,Handbag,Accessories,74,Connecticut,Beige,M,Spring,4.1,No,Next Day Air,No,No,32,Cash,Quarterly
2170,31,Male,Coat,Outerwear,42,Florida,Brown,M,Fall,2.9,No,Next Day Air,No,No,32,Bank Transfer,Bi-Weekly
2171,40,Male,Sweater,Clothing,32,South Carolina,Turquoise,M,Fall,4,No,Next Day Air,No,No,37,Venmo,Every 3 Months
2172,39,Male,Shorts,Clothing,98,Missouri,Yellow,M,Summer,4.6,No,Store Pickup,No,No,9,Cash,Fortnightly
2173,28,Male,Skirt,Clothing,89,Rhode Island,Lavender,S,Fall,2.8,No,Store Pickup,No,No,6,PayPal,Fortnightly
2174,23,Male,Gloves,Accessories,97,Delaware,Cyan,S,Summer,5,No,2-Day Shipping,No,No,36,Venmo,Quarterly
2175,42,Male,Backpack,Accessories,49,Colorado,Olive,S,Spring,2.9,No,Store Pickup,No,No,1,Cash,Annually
2176,68,Male,Dress,Clothing,50,Nebraska,Silver,M,Spring,3.3,No,Free Shipping,No,No,48,Credit Card,Fortnightly
2177,24,Male,Belt,Accessories,91,Vermont,Red,S,Winter,3.4,No,2-Day Shipping,No,No,44,Debit Card,Quarterly
2178,24,Male,Gloves,Accessories,93,Montana,Green,XL,Winter,3,No,Express,No,No,9,PayPal,Bi-Weekly
2179,21,Male,Jewelry,Accessories,98,Florida,Gold,M,Summer,4.7,No,Standard,No,No,32,Venmo,Annually
2180,49,Male,Socks,Clothing,82,Delaware,Lavender,L,Fall,2.9,No,Next Day Air,No,No,14,PayPal,Monthly
2181,41,Male,Coat,Outerwear,37,Connecticut,Yellow,M,Summer,4.1,No,Store Pickup,No,No,43,Cash,Quarterly
2182,22,Male,Handbag,Accessories,63,Hawaii,Black,M,Fall,3.2,No,Free Shipping,No,No,32,Bank Transfer,Bi-Weekly
2183,42,Male,Blouse,Clothing,99,New Mexico,Maroon,M,Winter,2.7,No,Store Pickup,No,No,26,Venmo,Bi-Weekly
2184,30,Male,Shorts,Clothing,37,Kansas,Maroon,M,Spring,4.7,No,Store Pickup,No,No,2,Cash,Monthly
2185,38,Male,Shoes,Footwear,34,Nevada,Gold,S,Spring,3.2,No,Free Shipping,No,No,16,PayPal,Every 3 Months
2186,40,Male,Shorts,Clothing,32,North Carolina,Violet,M,Winter,2.5,No,Express,No,No,50,Debit Card,Every 3 Months
2187,55,Male,Sandals,Footwear,23,New Mexico,Teal,XL,Winter,4.3,No,Next Day Air,No,No,6,PayPal,Every 3 Months
2188,37,Male,Blouse,Clothing,78,Idaho,Violet,M,Spring,4.4,No,Free Shipping,No,No,20,PayPal,Annually
2189,41,Male,Coat,Outerwear,54,California,Brown,M,Winter,4.7,No,Next Day Air,No,No,9,Credit Card,Weekly
2190,38,Male,Blouse,Clothing,94,Wisconsin,Brown,XL,Fall,4,No,Express,No,No,47,Credit Card,Bi-Weekly
2191,42,Male,Belt,Accessories,75,Alaska,Maroon,S,Spring,4.6,No,Express,No,No,33,Credit Card,Annually
2192,26,Male,Blouse,Clothing,69,Pennsylvania,Maroon,S,Summer,3.8,No,Next Day Air,No,No,46,Cash,Bi-Weekly
2193,41,Male,Scarf,Accessories,35,Virginia,Yellow,L,Winter,3.2,No,Next Day Air,No,No,9,Credit Card,Monthly
2194,27,Male,Shirt,Clothing,78,California,Turquoise,L,Spring,5,No,Express,No,No,8,PayPal,Monthly
2195,61,Male,Socks,Clothing,29,Kentucky,Silver,M,Summer,3.5,No,Standard,No,No,48,Bank Transfer,Quarterly
2196,58,Male,Jeans,Clothing,62,New York,Brown,M,Fall,3.7,No,Next Day Air,No,No,2,Cash,Monthly
2197,25,Male,Dress,Clothing,58,Vermont,Gray,M,Spring,4.8,No,Next Day Air,No,No,31,PayPal,Weekly
2198,33,Male,Boots,Footwear,88,Pennsylvania,Indigo,M,Summer,3.7,No,2-Day Shipping,No,No,40,Venmo,Monthly
2199,57,Male,Scarf,Accessories,80,New York,Turquoise,L,Summer,3.5,No,Free Shipping,No,No,35,Venmo,Monthly
2200,39,Male,Scarf,Accessories,47,North Carolina,Maroon,M,Summer,4.9,No,Store Pickup,No,No,40,Debit Card,Monthly
2201,60,Male,Gloves,Accessories,51,Wyoming,Charcoal,L,Summer,4.7,No,Next Day Air,No,No,27,Debit Card,Every 3 Months
2202,39,Male,Pants,Clothing,25,Ohio,Peach,L,Spring,4.9,No,2-Day Shipping,No,No,10,Venmo,Annually
2203,42,Male,Dress,Clothing,36,Alabama,Red,M,Summer,4.3,No,Next Day Air,No,No,23,Credit Card,Weekly
2204,53,Male,Dress,Clothing,79,Rhode Island,Indigo,M,Winter,3.1,No,Free Shipping,No,No,32,Cash,Quarterly
2205,20,Male,Jeans,Clothing,41,Oregon,Lavender,S,Winter,3.4,No,2-Day Shipping,No,No,6,Debit Card,Monthly
2206,46,Male,Sweater,Clothing,68,North Dakota,Red,XL,Fall,2.7,No,Express,No,No,27,PayPal,Weekly
2207,46,Male,Sandals,Footwear,51,Illinois,Green,L,Spring,2.6,No,Store Pickup,No,No,25,Bank Transfer,Fortnightly
2208,69,Male,Handbag,Accessories,38,New Mexico,Gray,M,Fall,2.9,No,Next Day Air,No,No,11,Credit Card,Annually
2209,28,Male,Scarf,Accessories,46,Colorado,Violet,XL,Summer,2.7,No,2-Day Shipping,No,No,23,PayPal,Monthly
2210,42,Male,Sandals,Footwear,20,Utah,Beige,XL,Summer,4.5,No,2-Day Shipping,No,No,44,Bank Transfer,Quarterly
2211,30,Male,Sunglasses,Accessories,25,Virginia,Orange,M,Summer,3.1,No,Store Pickup,No,No,35,PayPal,Fortnightly
2212,50,Male,Sweater,Clothing,89,Maine,Purple,L,Winter,3.2,No,Free Shipping,No,No,45,Debit Card,Every 3 Months
2213,59,Male,Pants,Clothing,77,Nebraska,Brown,M,Winter,3.3,No,Next Day Air,No,No,22,Bank Transfer,Quarterly
2214,54,Male,Hat,Accessories,94,Hawaii,Maroon,M,Fall,2.9,No,Express,No,No,18,Debit Card,Quarterly
2215,50,Male,Belt,Accessories,100,Idaho,Gold,L,Fall,4.1,No,Standard,No,No,20,Debit Card,Weekly
2216,25,Male,Sandals,Footwear,96,West Virginia,Indigo,M,Winter,2.7,No,Express,No,No,28,Credit Card,Fortnightly
2217,41,Male,Pants,Clothing,36,Vermont,Silver,XL,Winter,4,No,Store Pickup,No,No,15,Venmo,Bi-Weekly
2218,35,Male,Jewelry,Accessories,27,Indiana,Red,XL,Fall,2.6,No,Store Pickup,No,No,42,Bank Transfer,Fortnightly
2219,67,Male,Sunglasses,Accessories,67,Idaho,Magenta,M,Winter,3.5,No,Store Pickup,No,No,20,Debit Card,Quarterly
2220,33,Male,Blouse,Clothing,91,Minnesota,Purple,S,Fall,2.8,No,Store Pickup,No,No,16,Bank Transfer,Fortnightly
2221,19,Male,Belt,Accessories,62,Wyoming,Beige,XL,Fall,4.5,No,Store Pickup,No,No,47,Cash,Annually
2222,25,Male,Shorts,Clothing,88,Kansas,White,XL,Fall,3,No,Free Shipping,No,No,34,Credit Card,Annually
2223,32,Male,Pants,Clothing,66,Georgia,Teal,M,Summer,4.4,No,Store Pickup,No,No,30,Credit Card,Weekly
2224,30,Male,Sandals,Footwear,65,Kansas,Gray,M,Fall,4.7,No,Next Day Air,No,No,5,PayPal,Quarterly
2225,18,Male,Gloves,Accessories,25,Nebraska,Charcoal,L,Winter,4.3,No,Standard,No,No,38,Cash,Quarterly
2226,38,Male,Belt,Accessories,64,Washington,Olive,S,Spring,4.8,No,Free Shipping,No,No,18,Credit Card,Annually
2227,22,Male,Shirt,Clothing,72,Missouri,Blue,L,Spring,4.8,No,Store Pickup,No,No,28,Cash,Annually
2228,40,Male,Scarf,Accessories,74,Washington,Gray,S,Summer,4.4,No,Next Day Air,No,No,42,Credit Card,Fortnightly
2229,54,Male,Gloves,Accessories,50,Kansas,Green,M,Fall,3.7,No,Free Shipping,No,No,5,Credit Card,Weekly
2230,70,Male,Pants,Clothing,97,Minnesota,Silver,M,Fall,3.9,No,Express,No,No,50,Venmo,Monthly
2231,52,Male,Sneakers,Footwear,36,Colorado,Teal,S,Spring,3.8,No,Express,No,No,33,Venmo,Fortnightly
2232,34,Male,Jacket,Outerwear,49,Utah,Beige,M,Fall,4.1,No,Store Pickup,No,No,1,Credit Card,Weekly
2233,65,Male,Shoes,Footwear,64,North Carolina,Lavender,L,Spring,4,No,Store Pickup,No,No,14,Cash,Fortnightly
2234,38,Male,Blouse,Clothing,31,Florida,Gray,XL,Summer,4.5,No,Express,No,No,48,Credit Card,Monthly
2235,35,Male,Boots,Footwear,66,New Hampshire,Yellow,S,Winter,4,No,Express,No,No,26,Cash,Weekly
2236,40,Male,Socks,Clothing,82,Illinois,Gray,M,Spring,4.5,No,2-Day Shipping,No,No,44,Credit Card,Annually
2237,23,Male,T-shirt,Clothing,88,Louisiana,Yellow,M,Winter,2.7,No,Standard,No,No,18,Debit Card,Fortnightly
2238,45,Male,Sandals,Footwear,34,Alabama,Black,S,Summer,3.8,No,Next Day Air,No,No,31,Venmo,Every 3 Months
2239,40,Male,Sneakers,Footwear,84,Florida,Beige,L,Winter,3.8,No,Standard,No,No,18,Debit Card,Weekly
2240,42,Male,Jewelry,Accessories,96,Alabama,Indigo,L,Summer,3.8,No,2-Day Shipping,No,No,41,Credit Card,Every 3 Months
2241,57,Male,Sandals,Footwear,71,California,Green,L,Winter,4.3,No,Next Day Air,No,No,18,Debit Card,Every 3 Months
2242,18,Male,Jacket,Outerwear,77,Maryland,Purple,M,Summer,3.5,No,Free Shipping,No,No,3,Bank Transfer,Bi-Weekly
2243,18,Male,Skirt,Clothing,66,Nevada,Orange,M,Spring,3.8,No,Next Day Air,No,No,5,Credit Card,Bi-Weekly
2244,56,Male,Shirt,Clothing,21,Massachusetts,Teal,M,Winter,3.7,No,2-Day Shipping,No,No,13,Debit Card,Annually
2245,35,Male,Shorts,Clothing,37,South Carolina,Gold,M,Summer,4.8,No,2-Day Shipping,No,No,22,PayPal,Annually
2246,49,Male,Socks,Clothing,90,Delaware,Gray,L,Fall,4.9,No,Free Shipping,No,No,45,PayPal,Fortnightly
2247,49,Male,Jacket,Outerwear,96,Hawaii,Cyan,M,Fall,4.3,No,Store Pickup,No,No,39,PayPal,Every 3 Months
2248,34,Male,Jewelry,Accessories,37,Florida,Teal,L,Summer,4.4,No,Next Day Air,No,No,18,Venmo,Annually
2249,63,Male,T-shirt,Clothing,66,Rhode Island,Violet,M,Winter,3.4,No,Free Shipping,No,No,19,PayPal,Fortnightly
2250,42,Male,Gloves,Accessories,45,Wyoming,Indigo,XL,Spring,4.3,No,Next Day Air,No,No,29,Debit Card,Weekly
2251,41,Male,Shoes,Footwear,89,Colorado,Pink,L,Summer,4.6,No,Store Pickup,No,No,19,Credit Card,Weekly
2252,26,Male,Shoes,Footwear,94,Virginia,Gold,L,Fall,3.8,No,Free Shipping,No,No,22,Debit Card,Monthly
2253,48,Male,Shoes,Footwear,96,Nebraska,Maroon,S,Summer,3.9,No,Express,No,No,21,Bank Transfer,Annually
2254,62,Male,Hoodie,Clothing,31,Oklahoma,Brown,M,Spring,2.6,No,Store Pickup,No,No,22,PayPal,Monthly
2255,24,Male,Belt,Accessories,79,North Dakota,Gold,M,Winter,4.2,No,Store Pickup,No,No,44,PayPal,Every 3 Months
2256,48,Male,Coat,Outerwear,39,Michigan,Teal,L,Spring,4.6,No,Store Pickup,No,No,42,Bank Transfer,Quarterly
2257,31,Male,Blouse,Clothing,22,California,Turquoise,M,Fall,5,No,Standard,No,No,33,Credit Card,Quarterly
2258,41,Male,Skirt,Clothing,32,Tennessee,Olive,L,Fall,4.2,No,Standard,No,No,6,Bank Transfer,Annually
2259,24,Male,T-shirt,Clothing,71,Ohio,Cyan,L,Winter,4.3,No,Store Pickup,No,No,44,Credit Card,Every 3 Months
2260,60,Male,Jeans,Clothing,96,Florida,Beige,XL,Spring,3.3,No,Free Shipping,No,No,24,Cash,Annually
2261,38,Male,Scarf,Accessories,82,Missouri,Blue,M,Fall,4.9,No,Express,No,No,16,PayPal,Quarterly
2262,58,Male,Backpack,Accessories,76,South Carolina,Gold,L,Spring,4.4,No,Standard,No,No,12,Bank Transfer,Fortnightly
2263,53,Male,Backpack,Accessories,22,Arizona,Green,M,Winter,3.1,No,2-Day Shipping,No,No,50,PayPal,Monthly
2264,44,Male,Scarf,Accessories,40,Indiana,Green,XL,Winter,3.5,No,Store Pickup,No,No,42,Cash,Quarterly
2265,51,Male,Hat,Accessories,92,North Dakota,Turquoise,M,Summer,3.9,No,2-Day Shipping,No,No,50,PayPal,Monthly
2266,36,Male,Coat,Outerwear,94,Montana,Yellow,XL,Fall,3.9,No,Store Pickup,No,No,10,PayPal,Quarterly
2267,20,Male,Dress,Clothing,44,Missouri,Yellow,M,Fall,4.3,No,Store Pickup,No,No,32,Debit Card,Weekly
2268,32,Male,Gloves,Accessories,49,Kentucky,Blue,S,Spring,3.8,No,Express,No,No,37,Venmo,Weekly
2269,66,Male,Sweater,Clothing,26,Georgia,Charcoal,L,Spring,2.7,No,2-Day Shipping,No,No,15,Bank Transfer,Monthly
2270,49,Male,Skirt,Clothing,38,Kentucky,Yellow,M,Fall,4.4,No,Store Pickup,No,No,27,Credit Card,Annually
2271,27,Male,Blouse,Clothing,72,Georgia,Purple,L,Spring,3.5,No,Express,No,No,7,Venmo,Weekly
2272,29,Male,Dress,Clothing,99,Alaska,Green,M,Summer,3.4,No,Free Shipping,No,No,49,PayPal,Quarterly
2273,29,Male,Jacket,Outerwear,38,Maine,Charcoal,L,Spring,4,No,Standard,No,No,44,PayPal,Monthly
2274,55,Male,Coat,Outerwear,96,New Mexico,Silver,L,Winter,4.8,No,Express,No,No,13,PayPal,Bi-Weekly
2275,57,Male,Dress,Clothing,27,New York,Turquoise,L,Spring,4.5,No,Next Day Air,No,No,38,PayPal,Fortnightly
2276,29,Male,Shorts,Clothing,24,Oklahoma,Gray,M,Winter,4.4,No,Standard,No,No,10,Debit Card,Weekly
2277,31,Male,Jeans,Clothing,82,Wyoming,Red,L,Summer,4.1,No,2-Day Shipping,No,No,25,Debit Card,Weekly
2278,25,Male,Hat,Accessories,56,Alabama,Beige,M,Summer,4.6,No,Next Day Air,No,No,18,Credit Card,Quarterly
2279,61,Male,Gloves,Accessories,25,Maryland,Maroon,M,Fall,3.8,No,Store Pickup,No,No,6,Cash,Every 3 Months
2280,53,Male,Sneakers,Footwear,67,West Virginia,Indigo,L,Spring,2.9,No,Free Shipping,No,No,35,Bank Transfer,Quarterly
2281,22,Male,Shoes,Footwear,21,Kentucky,Red,M,Summer,2.8,No,Standard,No,No,31,Credit Card,Fortnightly
2282,28,Male,Hoodie,Clothing,27,Kansas,Maroon,XL,Summer,3,No,Store Pickup,No,No,41,Bank Transfer,Annually
2283,18,Male,Sneakers,Footwear,97,Idaho,Red,S,Fall,4.2,No,2-Day Shipping,No,No,8,Credit Card,Annually
2284,44,Male,Handbag,Accessories,45,Ohio,Black,S,Winter,4.1,No,Free Shipping,No,No,34,Credit Card,Fortnightly
2285,32,Male,Blouse,Clothing,63,Iowa,Black,XL,Fall,4.1,No,Express,No,No,20,Venmo,Annually
2286,34,Male,Belt,Accessories,100,Michigan,Pink,L,Summer,4.6,No,2-Day Shipping,No,No,38,PayPal,Every 3 Months
2287,67,Male,Socks,Clothing,38,South Dakota,Blue,L,Spring,2.5,No,Store Pickup,No,No,35,Venmo,Quarterly
2288,66,Male,Blouse,Clothing,45,Nebraska,Green,L,Summer,3,No,Store Pickup,No,No,6,Debit Card,Annually
2289,28,Male,Jewelry,Accessories,91,California,Orange,M,Fall,3.8,No,Next Day Air,No,No,50,PayPal,Weekly
2290,70,Male,Shorts,Clothing,82,Nevada,Orange,M,Fall,4.1,No,Free Shipping,No,No,47,Venmo,Weekly
2291,37,Male,Boots,Footwear,48,Kansas,Magenta,L,Winter,3.3,No,Standard,No,No,23,PayPal,Quarterly
2292,28,Male,Coat,Outerwear,30,Ohio,Indigo,M,Spring,5,No,2-Day Shipping,No,No,13,Credit Card,Quarterly
2293,43,Male,T-shirt,Clothing,34,Vermont,Beige,S,Spring,3.8,No,Next Day Air,No,No,31,Debit Card,Monthly
2294,37,Male,Sweater,Clothing,68,Georgia,Green,L,Fall,3.3,No,Express,No,No,16,Debit Card,Every 3 Months
2295,54,Male,Sunglasses,Accessories,95,Maryland,Red,M,Winter,5,No,Express,No,No,40,Debit Card,Annually
2296,50,Male,Hat,Accessories,22,Connecticut,Beige,L,Spring,2.9,No,2-Day Shipping,No,No,45,PayPal,Quarterly
2297,46,Male,Gloves,Accessories,88,Washington,Green,M,Fall,2.5,No,Next Day Air,No,No,50,Venmo,Every 3 Months
2298,60,Male,Socks,Clothing,83,California,Orange,M,Summer,4.7,No,Standard,No,No,1,Bank Transfer,Quarterly
2299,40,Male,Handbag,Accessories,87,Montana,Cyan,L,Spring,2.9,No,2-Day Shipping,No,No,10,Cash,Every 3 Months
2300,64,Male,Coat,Outerwear,57,Idaho,Violet,M,Summer,3.7,No,Store Pickup,No,No,48,Credit Card,Every 3 Months
2301,18,Male,Coat,Outerwear,88,Pennsylvania,Lavender,XL,Summer,4.4,No,2-Day Shipping,No,No,38,Credit Card,Monthly
2302,37,Male,Pants,Clothing,20,Maine,Turquoise,L,Winter,2.9,No,Next Day Air,No,No,21,Debit Card,Annually
2303,36,Male,Belt,Accessories,39,Montana,Pink,L,Summer,3.6,No,Store Pickup,No,No,38,Venmo,Monthly
2304,51,Male,Sunglasses,Accessories,71,New Jersey,Beige,S,Spring,4.8,No,2-Day Shipping,No,No,31,Credit Card,Fortnightly
2305,26,Male,Hoodie,Clothing,73,Louisiana,Silver,L,Winter,4.7,No,Free Shipping,No,No,9,Debit Card,Fortnightly
2306,68,Male,Handbag,Accessories,63,Maine,Gold,M,Summer,2.6,No,Free Shipping,No,No,47,Cash,Weekly
2307,27,Male,Gloves,Accessories,78,Florida,Silver,L,Winter,3.4,No,Standard,No,No,8,Cash,Bi-Weekly
2308,28,Male,Skirt,Clothing,96,Missouri,Green,L,Fall,3.5,No,Next Day Air,No,No,30,Debit Card,Annually
2309,49,Male,Sunglasses,Accessories,81,North Dakota,Teal,M,Winter,3.4,No,2-Day Shipping,No,No,22,Bank Transfer,Quarterly
2310,70,Male,Dress,Clothing,95,Connecticut,Gold,S,Fall,5,No,2-Day Shipping,No,No,3,Bank Transfer,Quarterly
2311,30,Male,Gloves,Accessories,68,Virginia,Cyan,M,Spring,4.6,No,Standard,No,No,15,PayPal,Monthly
2312,27,Male,Sneakers,Footwear,28,Montana,Gold,L,Spring,4.8,No,2-Day Shipping,No,No,10,Bank Transfer,Every 3 Months
2313,19,Male,T-shirt,Clothing,30,Vermont,Violet,L,Summer,3.7,No,Free Shipping,No,No,19,Cash,Every 3 Months
2314,64,Male,Dress,Clothing,31,Georgia,Black,M,Summer,4.7,No,Next Day Air,No,No,36,Bank Transfer,Fortnightly
2315,42,Male,Handbag,Accessories,95,Virginia,Brown,XL,Winter,4.4,No,Express,No,No,12,Bank Transfer,Every 3 Months
2316,69,Male,Socks,Clothing,79,Vermont,Indigo,M,Winter,3.5,No,2-Day Shipping,No,No,49,Debit Card,Quarterly
2317,28,Male,Sneakers,Footwear,39,Montana,Yellow,L,Winter,3.8,No,Standard,No,No,7,Debit Card,Annually
2318,47,Male,Jacket,Outerwear,34,New Jersey,Purple,M,Summer,4.7,No,Next Day Air,No,No,28,Bank Transfer,Monthly
2319,69,Male,Hoodie,Clothing,28,Wyoming,White,L,Spring,3.1,No,Store Pickup,No,No,30,Credit Card,Annually
2320,56,Male,Sandals,Footwear,38,Maine,Turquoise,XL,Winter,5,No,Free Shipping,No,No,29,PayPal,Monthly
2321,28,Male,Shoes,Footwear,55,New Mexico,Olive,M,Spring,3.7,No,Free Shipping,No,No,9,Debit Card,Every 3 Months
2322,50,Male,Sandals,Footwear,31,Colorado,Beige,M,Winter,3,No,Next Day Air,No,No,27,Debit Card,Fortnightly
